value,startDate
177,2026-02-13 14:35:53 -0500
177,2026-02-13 14:35:59 -0500
178,2026-02-13 14:36:07 -0500
178,2026-02-13 14:36:08 -0500
178,2026-02-13 14:36:17 -0500
178,2026-02-13 14:36:20 -0500
178,2026-02-13 14:36:23 -0500
179,2026-02-13 14:36:32 -0500
179,2026-02-13 14:36:37 -0500
178,2026-02-13 14:36:39 -0500
178,2026-02-13 14:36:47 -0500
177,2026-02-13 14:36:49 -0500
178,2026-02-13 14:36:54 -0500
177,2026-02-13 14:36:58 -0500
177,2026-02-13 14:37:05 -0500
177,2026-02-13 14:37:12 -0500
177,2026-02-13 14:37:14 -0500
177,2026-02-13 14:37:18 -0500
176,2026-02-13 14:37:27 -0500
178,2026-02-13 14:37:32 -0500
177,2026-02-13 14:37:33 -0500
177,2026-02-13 14:37:40 -0500
177,2026-02-13 14:37:43 -0500
177,2026-02-13 14:37:52 -0500
178,2026-02-13 14:37:56 -0500
178,2026-02-13 14:38:00 -0500
179,2026-02-13 14:38:06 -0500
178,2026-02-13 14:38:08 -0500
179,2026-02-13 14:38:13 -0500
180,2026-02-13 14:38:20 -0500
180,2026-02-13 14:38:23 -0500
180,2026-02-13 14:38:29 -0500
180,2026-02-13 14:38:37 -0500
180,2026-02-13 14:38:38 -0500
181,2026-02-13 14:38:43 -0500
183,2026-02-13 14:38:52 -0500
191,2026-02-13 14:38:57 -0500
189,2026-02-13 14:39:01 -0500
187,2026-02-13 14:39:07 -0500
185,2026-02-13 14:39:11 -0500
185,2026-02-13 14:39:13 -0500
181,2026-02-13 14:39:21 -0500
179,2026-02-13 14:39:24 -0500
178,2026-02-13 14:39:29 -0500
176,2026-02-13 14:39:33 -0500
171,2026-02-13 14:39:41 -0500
170,2026-02-13 14:39:43 -0500
165,2026-02-13 14:39:52 -0500
165,2026-02-13 14:39:56 -0500
164,2026-02-13 14:39:59 -0500
161,2026-02-13 14:40:04 -0500
156,2026-02-13 14:40:12 -0500
154,2026-02-13 14:40:17 -0500
154,2026-02-13 14:40:19 -0500
153,2026-02-13 14:40:27 -0500
153,2026-02-13 14:40:31 -0500
153,2026-02-13 14:40:33 -0500
151,2026-02-13 14:40:38 -0500
144,2026-02-13 14:40:46 -0500
145,2026-02-13 14:40:50 -0500
145,2026-02-13 14:40:55 -0500
146,2026-02-13 14:40:58 -0500
143,2026-02-13 14:41:06 -0500
142,2026-02-13 14:41:08 -0500
139,2026-02-13 14:41:17 -0500
139,2026-02-13 14:41:22 -0500
139,2026-02-13 14:41:23 -0500
139,2026-02-13 14:41:28 -0500
141,2026-02-13 14:41:34 -0500
137,2026-02-13 14:41:38 -0500
128,2026-02-13 14:41:45 -0500
128,2026-02-13 14:41:48 -0500
123,2026-02-13 14:41:57 -0500
118,2026-02-13 14:42:01 -0500
119,2026-02-13 14:42:06 -0500
119,2026-02-13 14:42:08 -0500
117,2026-02-13 14:42:13 -0500
113,2026-02-13 14:42:21 -0500
113,2026-02-13 14:42:23 -0500
113,2026-02-13 14:42:29 -0500
113,2026-02-13 14:42:33 -0500
122,2026-02-13 14:42:42 -0500
122,2026-02-13 14:42:43 -0500
115,2026-02-13 14:42:51 -0500
114,2026-02-13 14:42:54 -0500
113,2026-02-13 14:42:58 -0500
113,2026-02-13 14:43:06 -0500
115,2026-02-13 14:43:11 -0500
112,2026-02-13 14:43:16 -0500
111,2026-02-13 14:43:18 -0500
112,2026-02-13 14:43:26 -0500
111,2026-02-13 14:43:32 -0500
111,2026-02-13 14:43:34 -0500
111,2026-02-13 14:43:38 -0500
112,2026-02-13 14:43:43 -0500
113,2026-02-13 14:43:52 -0500
109,2026-02-13 14:43:57 -0500
110,2026-02-13 14:44:02 -0500
110,2026-02-13 14:44:03 -0500
110,2026-02-13 14:44:11 -0500
109,2026-02-13 14:44:14 -0500
110,2026-02-13 14:44:18 -0500
110,2026-02-13 14:44:26 -0500
110,2026-02-13 14:44:28 -0500
112,2026-02-13 14:44:34 -0500
120,2026-02-13 14:44:41 -0500
119,2026-02-13 14:44:47 -0500
118,2026-02-13 14:44:48 -0500
115,2026-02-13 14:44:56 -0500
116,2026-02-13 14:45:01 -0500
115,2026-02-13 14:45:04 -0500
115,2026-02-13 14:45:09 -0500
122,2026-02-13 14:45:16 -0500
123,2026-02-13 14:45:21 -0500
121,2026-02-13 14:45:24 -0500
117,2026-02-13 14:45:29 -0500
115,2026-02-13 14:45:34 -0500
114,2026-02-13 14:45:42 -0500
113,2026-02-13 14:45:46 -0500
113,2026-02-13 14:45:49 -0500
113,2026-02-13 14:45:53 -0500
113,2026-02-13 14:45:59 -0500
113,2026-02-13 14:46:03 -0500
112,2026-02-13 14:46:10 -0500
112,2026-02-13 14:46:13 -0500
113,2026-02-13 14:46:19 -0500
113,2026-02-13 14:46:23 -0500
114,2026-02-13 14:46:31 -0500
113,2026-02-13 14:46:34 -0500
113,2026-02-13 14:46:38 -0500
110,2026-02-13 14:46:45 -0500
109,2026-02-13 14:46:51 -0500
109,2026-02-13 14:46:53 -0500
114,2026-02-13 14:47:02 -0500
114,2026-02-13 14:47:04 -0500
117,2026-02-13 14:47:09 -0500
115,2026-02-13 14:47:16 -0500
113,2026-02-13 14:47:19 -0500
113,2026-02-13 14:47:23 -0500
114,2026-02-13 14:47:32 -0500
113,2026-02-13 14:47:36 -0500
113,2026-02-13 14:47:38 -0500
112,2026-02-13 14:47:45 -0500
124,2026-02-13 14:47:52 -0500
127,2026-02-13 14:47:56 -0500
128,2026-02-13 14:48:00 -0500
126,2026-02-13 14:48:04 -0500
129,2026-02-13 14:48:08 -0500
132,2026-02-13 14:48:16 -0500
136,2026-02-13 14:48:22 -0500
137,2026-02-13 14:48:25 -0500
131,2026-02-13 14:48:31 -0500
130,2026-02-13 14:48:35 -0500
130,2026-02-13 14:48:38 -0500
135,2026-02-13 14:48:47 -0500
134,2026-02-13 14:48:48 -0500
136,2026-02-13 14:48:53 -0500
142,2026-02-13 14:48:58 -0500
151,2026-02-13 14:49:07 -0500
154,2026-02-13 14:49:10 -0500
157,2026-02-13 14:49:15 -0500
159,2026-02-13 14:49:18 -0500
164,2026-02-13 14:49:28 -0500
162,2026-02-13 14:49:32 -0500
162,2026-02-13 14:49:38 -0500
160,2026-02-13 14:49:42 -0500
159,2026-02-13 14:49:47 -0500
157,2026-02-13 14:49:53 -0500
156,2026-02-13 14:49:58 -0500
155,2026-02-13 14:50:00 -0500
153,2026-02-13 14:50:04 -0500
148,2026-02-13 14:50:11 -0500
147,2026-02-13 14:50:14 -0500
144,2026-02-13 14:50:23 -0500
143,2026-02-13 14:50:27 -0500
143,2026-02-13 14:50:29 -0500
138,2026-02-13 14:50:39 -0500
137,2026-02-13 14:50:42 -0500
136,2026-02-13 14:50:48 -0500
137,2026-02-13 14:50:54 -0500
137,2026-02-13 14:50:56 -0500
136,2026-02-13 14:51:04 -0500
134,2026-02-13 14:51:08 -0500
134,2026-02-13 14:51:10 -0500
133,2026-02-13 14:51:15 -0500
131,2026-02-13 14:51:20 -0500
123,2026-02-13 14:51:28 -0500
121,2026-02-13 14:51:30 -0500
115,2026-02-13 14:51:38 -0500
116,2026-02-13 14:51:45 -0500
116,2026-02-13 14:51:48 -0500
116,2026-02-13 14:51:54 -0500
116,2026-02-13 14:51:56 -0500
112,2026-02-13 14:52:05 -0500
112,2026-02-13 14:52:06 -0500
111,2026-02-13 14:52:15 -0500
110,2026-02-13 14:52:19 -0500
110,2026-02-13 14:52:24 -0500
109,2026-02-13 14:52:26 -0500
110,2026-02-13 14:52:31 -0500
115,2026-02-13 14:52:36 -0500
125,2026-02-13 14:52:45 -0500
126,2026-02-13 14:52:48 -0500
119,2026-02-13 14:52:55 -0500
121,2026-02-13 14:53:00 -0500
122,2026-02-13 14:53:03 -0500
116,2026-02-13 14:53:10 -0500
116,2026-02-13 14:53:13 -0500
118,2026-02-13 14:53:16 -0500
120,2026-02-13 14:53:21 -0500
114,2026-02-13 14:53:28 -0500
104,2026-02-13 14:54:07 -0500
100.534,2026-02-13 14:58:21 -0500
95,2026-02-13 15:02:33 -0500
102,2026-02-13 15:05:27 -0500
94,2026-02-13 15:12:07 -0500
141,2026-02-13 15:18:43 -0500
126,2026-02-13 15:20:59 -0500
123,2026-02-13 15:23:21 -0500
122,2026-02-13 15:25:39 -0500
98,2026-02-13 15:13:17 -0500
123,2026-02-13 15:28:57 -0500
123,2026-02-13 15:29:02 -0500
122,2026-02-13 15:29:07 -0500
121,2026-02-13 15:29:10 -0500
121,2026-02-13 15:29:14 -0500
121,2026-02-13 15:29:22 -0500
122,2026-02-13 15:29:26 -0500
108,2026-02-13 15:40:12 -0500
100,2026-02-13 16:06:04 -0500
83,2026-02-13 16:11:08 -0500
89,2026-02-13 16:17:37 -0500
88,2026-02-13 16:21:45 -0500
92,2026-02-13 16:23:55 -0500
79,2026-02-13 16:29:41 -0500
115,2026-02-13 16:34:25 -0500
92,2026-02-13 16:46:54 -0500
57,2026-02-13 16:49:11 -0500
90,2026-02-13 16:52:53 -0500
86,2026-02-13 17:02:20 -0500
49,2026-02-13 17:06:02 -0500
90,2026-02-13 17:10:30 -0500
92,2026-02-13 17:15:20 -0500
112,2026-02-13 17:21:10 -0500
86,2026-02-13 17:26:36 -0500
87,2026-02-13 17:30:07 -0500
99,2026-02-13 17:33:35 -0500
78,2026-02-13 17:47:23 -0500
111,2026-02-13 17:51:49 -0500
108,2026-02-13 17:53:55 -0500
75,2026-02-13 21:44:58 -0500
60,2026-02-13 21:49:34 -0500
95,2026-02-13 21:54:19 -0500
82,2026-02-13 21:57:50 -0500
98,2026-02-13 22:04:30 -0500
103,2026-02-13 22:08:38 -0500
109,2026-02-13 22:19:33 -0500
91,2026-02-13 22:26:07 -0500
119,2026-02-13 22:32:03 -0500
108,2026-02-13 22:34:28 -0500
102,2026-02-13 22:40:01 -0500
111,2026-02-13 22:46:11 -0500
122,2026-02-13 22:52:29 -0500
114,2026-02-13 22:56:54 -0500
121,2026-02-13 22:59:13 -0500
55,2026-02-14 01:12:31 -0500
52,2026-02-14 01:15:51 -0500
50,2026-02-14 01:18:09 -0500
51,2026-02-14 01:27:46 -0500
50,2026-02-14 01:29:13 -0500
48,2026-02-14 01:34:50 -0500
48,2026-02-14 01:39:34 -0500
46,2026-02-14 01:43:03 -0500
44,2026-02-14 01:48:12 -0500
48,2026-02-14 01:53:32 -0500
45,2026-02-14 01:58:31 -0500
44,2026-02-14 02:02:55 -0500
44,2026-02-14 02:07:51 -0500
45,2026-02-14 02:13:19 -0500
45,2026-02-14 02:18:02 -0500
45,2026-02-14 02:23:01 -0500
45,2026-02-14 02:28:05 -0500
45,2026-02-14 02:33:13 -0500
49.9576,2026-02-14 02:40:23 -0500
45,2026-02-14 02:42:20 -0500
47,2026-02-14 02:44:40 -0500
48,2026-02-14 02:47:56 -0500
49,2026-02-14 02:53:55 -0500
49,2026-02-14 03:01:09 -0500
50,2026-02-14 03:03:02 -0500
48,2026-02-14 03:10:13 -0500
50,2026-02-14 03:13:00 -0500
50,2026-02-14 03:19:01 -0500
47,2026-02-14 03:23:10 -0500
47,2026-02-14 03:28:06 -0500
47,2026-02-14 03:33:26 -0500
47,2026-02-14 03:38:50 -0500
47,2026-02-14 03:42:55 -0500
46,2026-02-14 03:48:45 -0500
45,2026-02-14 03:53:20 -0500
45,2026-02-14 03:58:20 -0500
46,2026-02-14 04:02:55 -0500
45,2026-02-14 04:07:50 -0500
44,2026-02-14 04:12:49 -0500
44,2026-02-14 04:18:00 -0500
45,2026-02-14 04:23:21 -0500
45,2026-02-14 04:28:24 -0500
46,2026-02-14 04:33:03 -0500
46,2026-02-14 04:38:11 -0500
46,2026-02-14 04:43:03 -0500
46,2026-02-14 04:48:00 -0500
45,2026-02-14 04:55:06 -0500
44,2026-02-14 05:01:43 -0500
45,2026-02-14 05:06:52 -0500
43,2026-02-14 05:09:11 -0500
42,2026-02-14 05:14:16 -0500
43,2026-02-14 05:18:16 -0500
44,2026-02-14 05:23:12 -0500
44,2026-02-14 05:28:08 -0500
44,2026-02-14 05:37:24 -0500
46,2026-02-14 05:39:11 -0500
44,2026-02-14 05:45:37 -0500
43,2026-02-14 05:52:09 -0500
47,2026-02-14 05:57:02 -0500
47,2026-02-14 05:59:06 -0500
46,2026-02-14 06:02:54 -0500
47,2026-02-14 06:07:54 -0500
47,2026-02-14 06:13:04 -0500
47,2026-02-14 06:17:59 -0500
47.6362,2026-02-14 06:22:34 -0500
47,2026-02-14 06:23:24 -0500
47,2026-02-14 06:28:04 -0500
47,2026-02-14 06:34:24 -0500
46,2026-02-14 06:37:49 -0500
47,2026-02-14 06:44:05 -0500
47,2026-02-14 06:48:39 -0500
48,2026-02-14 06:52:49 -0500
47,2026-02-14 06:58:09 -0500
48,2026-02-14 07:03:24 -0500
47,2026-02-14 07:08:29 -0500
47,2026-02-14 07:12:49 -0500
47,2026-02-14 07:22:03 -0500
48,2026-02-14 07:23:38 -0500
47,2026-02-14 07:27:58 -0500
45,2026-02-14 07:35:07 -0500
47,2026-02-14 07:38:08 -0500
47,2026-02-14 07:43:03 -0500
45,2026-02-14 07:48:18 -0500
43,2026-02-14 07:52:53 -0500
45,2026-02-14 07:57:58 -0500
46,2026-02-14 08:03:18 -0500
46,2026-02-14 08:08:23 -0500
49,2026-02-14 08:15:26 -0500
47,2026-02-14 08:18:31 -0500
45,2026-02-14 08:24:13 -0500
45,2026-02-14 08:28:38 -0500
49,2026-02-14 08:33:28 -0500
52,2026-02-14 08:37:53 -0500
48,2026-02-14 08:43:14 -0500
45,2026-02-14 08:48:16 -0500
45,2026-02-14 08:53:21 -0500
45,2026-02-14 08:58:56 -0500
45,2026-02-14 09:03:01 -0500
46,2026-02-14 09:07:51 -0500
47,2026-02-14 09:13:06 -0500
47,2026-02-14 09:18:06 -0500
47,2026-02-14 09:24:41 -0500
46,2026-02-14 09:28:20 -0500
46,2026-02-14 09:32:50 -0500
46,2026-02-14 09:37:57 -0500
44,2026-02-14 09:42:52 -0500
46,2026-02-14 09:48:17 -0500
46,2026-02-14 09:53:03 -0500
53,2026-02-14 10:02:21 -0500
57,2026-02-14 10:03:24 -0500
55,2026-02-14 10:10:10 -0500
55,2026-02-14 10:13:19 -0500
54,2026-02-14 10:19:56 -0500
60.9587,2026-02-14 10:22:35 -0500
56,2026-02-14 10:25:38 -0500
52,2026-02-14 10:29:05 -0500
54,2026-02-14 10:32:55 -0500
54,2026-02-14 10:38:53 -0500
55,2026-02-14 10:43:23 -0500
52,2026-02-14 10:52:03 -0500
52,2026-02-14 10:54:02 -0500
57,2026-02-14 10:59:13 -0500
53,2026-02-14 11:05:32 -0500
57,2026-02-14 11:11:45 -0500
51,2026-02-14 11:17:26 -0500
52,2026-02-14 11:18:31 -0500
64,2026-02-14 11:24:18 -0500
55,2026-02-14 11:29:50 -0500
67,2026-02-14 11:36:23 -0500
59,2026-02-14 11:41:22 -0500
60,2026-02-14 11:43:28 -0500
70,2026-02-14 11:47:53 -0500
86,2026-02-14 11:55:11 -0500
68,2026-02-14 12:00:45 -0500
57,2026-02-14 12:07:19 -0500
63,2026-02-14 12:10:26 -0500
54,2026-02-14 12:16:10 -0500
61,2026-02-14 12:19:49 -0500
65,2026-02-14 12:27:32 -0500
67,2026-02-14 12:30:53 -0500
66,2026-02-14 12:36:56 -0500
67,2026-02-14 12:39:34 -0500
63,2026-02-14 12:45:24 -0500
60,2026-02-14 12:50:03 -0500
60,2026-02-14 12:57:22 -0500
53,2026-02-14 13:01:29 -0500
70,2026-02-14 13:05:34 -0500
59,2026-02-14 13:12:16 -0500
63,2026-02-14 13:16:57 -0500
61,2026-02-14 13:20:01 -0500
57,2026-02-14 13:26:17 -0500
61,2026-02-14 13:28:03 -0500
63,2026-02-14 13:35:17 -0500
65,2026-02-14 13:41:16 -0500
62,2026-02-14 13:44:02 -0500
66,2026-02-14 13:52:02 -0500
58,2026-02-14 13:57:39 -0500
56,2026-02-14 14:02:45 -0500
57,2026-02-14 14:05:31 -0500
63,2026-02-14 14:10:51 -0500
67,2026-02-14 14:20:51 -0500
70,2026-02-14 14:24:54 -0500
54,2026-02-14 14:39:34 -0500
67,2026-02-14 14:46:08 -0500
58,2026-02-14 14:52:26 -0500
53,2026-02-14 14:57:46 -0500
59,2026-02-14 15:00:57 -0500
58,2026-02-14 15:03:34 -0500
49,2026-02-14 15:12:03 -0500
49,2026-02-14 15:13:57 -0500
66,2026-02-14 15:19:07 -0500
49,2026-02-14 15:25:20 -0500
62,2026-02-14 15:28:58 -0500
57,2026-02-14 15:33:20 -0500
58,2026-02-14 15:41:34 -0500
58.1061,2026-02-14 15:42:14 -0500
56,2026-02-14 15:43:40 -0500
58,2026-02-14 15:48:33 -0500
62,2026-02-14 15:57:03 -0500
51,2026-02-14 16:01:00 -0500
56,2026-02-14 16:06:41 -0500
63,2026-02-14 16:08:41 -0500
56,2026-02-14 16:16:23 -0500
59,2026-02-14 16:22:44 -0500
58,2026-02-14 16:25:44 -0500
58,2026-02-14 16:29:06 -0500
58,2026-02-14 16:34:23 -0500
53,2026-02-14 16:42:21 -0500
54,2026-02-14 16:45:57 -0500
59,2026-02-14 16:50:52 -0500
56,2026-02-14 16:56:11 -0500
55,2026-02-14 16:57:57 -0500
60,2026-02-14 17:06:53 -0500
57,2026-02-14 17:09:56 -0500
57,2026-02-14 17:15:30 -0500
61,2026-02-14 17:20:18 -0500
74,2026-02-14 17:25:29 -0500
55,2026-02-14 17:29:42 -0500
58,2026-02-14 17:36:33 -0500
56,2026-02-14 17:37:51 -0500
50,2026-02-14 17:45:40 -0500
63,2026-02-14 17:50:05 -0500
60,2026-02-14 17:54:12 -0500
51,2026-02-14 18:01:35 -0500
74,2026-02-14 18:05:48 -0500
62,2026-02-14 18:12:33 -0500
72,2026-02-14 18:15:06 -0500
55,2026-02-14 18:19:09 -0500
52,2026-02-14 18:24:33 -0500
56,2026-02-14 18:39:23 -0500
78,2026-02-14 18:47:27 -0500
62,2026-02-14 18:47:45 -0500
53,2026-02-14 18:50:38 -0500
53,2026-02-14 18:55:36 -0500
49,2026-02-14 18:59:43 -0500
51,2026-02-14 19:05:45 -0500
69,2026-02-14 19:09:54 -0500
79.7028,2026-02-14 19:14:36 -0500
71,2026-02-14 19:16:35 -0500
77,2026-02-14 19:20:20 -0500
69,2026-02-14 19:25:31 -0500
62,2026-02-14 19:30:27 -0500
61,2026-02-14 19:35:08 -0500
59,2026-02-14 19:42:32 -0500
69,2026-02-14 19:46:27 -0500
67,2026-02-14 19:48:44 -0500
70,2026-02-14 19:53:08 -0500
74,2026-02-14 20:01:51 -0500
71,2026-02-14 20:03:23 -0500
62,2026-02-14 20:12:36 -0500
65,2026-02-14 20:14:51 -0500
53,2026-02-15 01:10:19 -0500
47.8417,2026-02-15 01:16:46 -0500
48,2026-02-15 01:17:23 -0500
47,2026-02-15 01:20:14 -0500
46,2026-02-15 01:23:23 -0500
48,2026-02-15 01:29:26 -0500
44,2026-02-15 01:36:12 -0500
44,2026-02-15 01:39:31 -0500
42,2026-02-15 01:43:52 -0500
41,2026-02-15 01:48:15 -0500
42,2026-02-15 01:53:21 -0500
42,2026-02-15 01:58:44 -0500
42,2026-02-15 02:03:03 -0500
43,2026-02-15 02:07:55 -0500
42,2026-02-15 02:12:55 -0500
42,2026-02-15 02:18:38 -0500
42.1876,2026-02-15 02:22:33 -0500
44,2026-02-15 02:25:08 -0500
48,2026-02-15 02:30:23 -0500
49,2026-02-15 02:35:25 -0500
49,2026-02-15 02:42:05 -0500
46,2026-02-15 02:45:47 -0500
45,2026-02-15 02:49:04 -0500
44,2026-02-15 02:53:40 -0500
45,2026-02-15 02:58:20 -0500
45,2026-02-15 03:02:50 -0500
45,2026-02-15 03:08:00 -0500
45,2026-02-15 03:12:50 -0500
46,2026-02-15 03:22:42 -0500
46,2026-02-15 03:24:05 -0500
47,2026-02-15 03:28:41 -0500
47,2026-02-15 03:36:07 -0500
47,2026-02-15 03:40:10 -0500
49,2026-02-15 03:45:56 -0500
48,2026-02-15 03:48:26 -0500
46,2026-02-15 03:54:44 -0500
47,2026-02-15 04:00:59 -0500
46,2026-02-15 04:02:55 -0500
44,2026-02-15 04:08:27 -0500
44,2026-02-15 04:12:58 -0500
45,2026-02-15 04:18:06 -0500
45,2026-02-15 04:23:39 -0500
46,2026-02-15 04:28:11 -0500
47,2026-02-15 04:32:53 -0500
46,2026-02-15 04:38:00 -0500
46,2026-02-15 04:42:49 -0500
45,2026-02-15 04:49:53 -0500
46,2026-02-15 04:53:38 -0500
47,2026-02-15 04:57:53 -0500
48,2026-02-15 05:03:33 -0500
47,2026-02-15 05:08:22 -0500
49,2026-02-15 05:17:35 -0500
50,2026-02-15 05:19:18 -0500
47,2026-02-15 05:26:55 -0500
46,2026-02-15 05:28:55 -0500
44,2026-02-15 05:35:16 -0500
45,2026-02-15 05:39:04 -0500
49,2026-02-15 05:47:34 -0500
46,2026-02-15 05:51:12 -0500
49,2026-02-15 05:54:30 -0500
49,2026-02-15 05:58:16 -0500
47,2026-02-15 06:05:15 -0500
46,2026-02-15 06:09:54 -0500
43,2026-02-15 06:14:09 -0500
43,2026-02-15 06:17:50 -0500
43,2026-02-15 06:23:38 -0500
42.3306,2026-02-15 06:28:32 -0500
43,2026-02-15 06:28:37 -0500
43,2026-02-15 06:33:02 -0500
44,2026-02-15 06:37:52 -0500
43,2026-02-15 06:43:02 -0500
43,2026-02-15 06:47:52 -0500
43,2026-02-15 06:52:52 -0500
44,2026-02-15 07:00:12 -0500
44,2026-02-15 07:02:53 -0500
45,2026-02-15 07:09:32 -0500
45,2026-02-15 07:14:47 -0500
43,2026-02-15 07:19:07 -0500
44,2026-02-15 07:23:02 -0500
44,2026-02-15 07:27:57 -0500
45,2026-02-15 07:32:52 -0500
45,2026-02-15 07:38:27 -0500
45,2026-02-15 07:42:57 -0500
45,2026-02-15 07:50:00 -0500
45,2026-02-15 07:53:51 -0500
44,2026-02-15 07:59:00 -0500
44,2026-02-15 08:03:32 -0500
45,2026-02-15 08:12:24 -0500
47,2026-02-15 08:13:47 -0500
49,2026-02-15 08:19:14 -0500
46,2026-02-15 08:27:32 -0500
48,2026-02-15 08:28:57 -0500
46,2026-02-15 08:37:19 -0500
46,2026-02-15 08:38:43 -0500
42,2026-02-15 08:43:36 -0500
42,2026-02-15 08:47:52 -0500
42,2026-02-15 08:53:08 -0500
43,2026-02-15 08:59:18 -0500
44,2026-02-15 09:02:58 -0500
43,2026-02-15 09:07:53 -0500
52,2026-02-15 09:15:03 -0500
56,2026-02-15 09:17:56 -0500
51,2026-02-15 09:23:36 -0500
50,2026-02-15 09:29:52 -0500
49,2026-02-15 09:33:07 -0500
50,2026-02-15 09:38:32 -0500
47,2026-02-15 09:46:22 -0500
49,2026-02-15 09:51:47 -0500
52,2026-02-15 09:54:02 -0500
51,2026-02-15 09:58:19 -0500
50,2026-02-15 10:03:15 -0500
50,2026-02-15 10:10:04 -0500
51,2026-02-15 10:14:29 -0500
51,2026-02-15 10:19:27 -0500
46.2659,2026-02-15 10:25:20 -0500
48,2026-02-15 10:22:57 -0500
46,2026-02-15 10:29:04 -0500
46,2026-02-15 10:33:50 -0500
46,2026-02-15 10:38:20 -0500
48,2026-02-15 10:42:55 -0500
48,2026-02-15 10:48:10 -0500
54,2026-02-15 10:56:00 -0500
63,2026-02-15 10:58:43 -0500
55,2026-02-15 11:03:35 -0500
58,2026-02-15 11:09:11 -0500
53,2026-02-15 11:13:09 -0500
54,2026-02-15 11:20:27 -0500
53,2026-02-15 11:23:29 -0500
51,2026-02-15 11:31:08 -0500
49,2026-02-15 11:35:40 -0500
53,2026-02-15 11:40:20 -0500
61,2026-02-15 11:43:59 -0500
57,2026-02-15 11:51:11 -0500
53,2026-02-15 11:54:04 -0500
64,2026-02-15 11:57:51 -0500
55,2026-02-15 12:04:51 -0500
63,2026-02-15 12:11:37 -0500
62,2026-02-15 12:14:56 -0500
83,2026-02-15 12:19:41 -0500
72,2026-02-15 12:25:59 -0500
72,2026-02-15 12:30:02 -0500
75,2026-02-15 12:35:36 -0500
71,2026-02-15 12:42:02 -0500
69,2026-02-15 12:43:20 -0500
72,2026-02-15 12:49:49 -0500
69,2026-02-15 12:54:58 -0500
72,2026-02-15 13:00:12 -0500
68,2026-02-15 13:03:03 -0500
73,2026-02-15 13:10:18 -0500
62,2026-02-15 13:17:06 -0500
87,2026-02-15 13:22:24 -0500
73,2026-02-15 13:27:58 -0500
83,2026-02-15 13:24:19 -0500
72,2026-02-15 13:30:48 -0500
67,2026-02-15 13:32:50 -0500
59,2026-02-15 13:40:07 -0500
65,2026-02-15 13:44:34 -0500
73,2026-02-15 13:50:08 -0500
65,2026-02-15 13:53:19 -0500
71,2026-02-15 13:59:33 -0500
86,2026-02-15 14:04:48 -0500
71,2026-02-15 14:09:38 -0500
81,2026-02-15 14:14:02 -0500
85,2026-02-15 14:18:34 -0500
81,2026-02-15 14:22:57 -0500
76,2026-02-15 14:30:10 -0500
86,2026-02-15 14:36:37 -0500
83,2026-02-15 14:40:36 -0500
62,2026-02-15 14:44:00 -0500
69,2026-02-15 14:51:47 -0500
75,2026-02-15 14:54:47 -0500
76,2026-02-15 15:00:28 -0500
79,2026-02-15 15:05:44 -0500
79,2026-02-15 15:11:33 -0500
79,2026-02-15 15:13:30 -0500
73,2026-02-15 15:19:21 -0500
81.7278,2026-02-15 15:27:27 -0500
76,2026-02-15 15:27:18 -0500
77,2026-02-15 15:31:47 -0500
86,2026-02-15 15:34:04 -0500
78,2026-02-15 15:42:47 -0500
78,2026-02-15 15:44:21 -0500
89,2026-02-15 15:52:11 -0500
70,2026-02-15 15:56:29 -0500
45,2026-02-15 15:59:18 -0500
75,2026-02-15 16:07:35 -0500
75,2026-02-15 16:10:37 -0500
68,2026-02-15 16:17:09 -0500
70,2026-02-15 16:18:27 -0500
69,2026-02-15 16:22:54 -0500
79,2026-02-15 16:31:10 -0500
65,2026-02-15 16:35:43 -0500
68,2026-02-15 16:41:16 -0500
71,2026-02-15 16:46:21 -0500
75,2026-02-15 16:51:37 -0500
75,2026-02-15 16:55:18 -0500
87,2026-02-15 16:58:42 -0500
84,2026-02-15 17:07:46 -0500
69,2026-02-15 17:11:43 -0500
75,2026-02-15 17:16:38 -0500
69,2026-02-15 17:21:42 -0500
70,2026-02-15 17:25:22 -0500
67,2026-02-15 17:28:55 -0500
70,2026-02-15 17:36:37 -0500
60,2026-02-15 17:42:38 -0500
68,2026-02-15 17:45:02 -0500
71,2026-02-15 17:48:47 -0500
79,2026-02-15 17:56:04 -0500
63,2026-02-15 18:02:36 -0500
64,2026-02-15 18:05:46 -0500
59,2026-02-15 18:11:57 -0500
64,2026-02-15 18:14:34 -0500
69,2026-02-15 18:21:59 -0500
81,2026-02-15 18:24:03 -0500
63,2026-02-15 18:31:18 -0500
74,2026-02-15 18:33:24 -0500
59,2026-02-15 18:40:00 -0500
87,2026-02-15 18:46:59 -0500
86,2026-02-15 18:50:52 -0500
55,2026-02-15 18:57:33 -0500
64,2026-02-15 19:00:38 -0500
54,2026-02-15 19:06:21 -0500
51,2026-02-15 19:08:14 -0500
83,2026-02-15 19:17:40 -0500
66,2026-02-15 19:20:01 -0500
89,2026-02-15 19:25:01 -0500
93,2026-02-15 19:30:16 -0500
108,2026-02-15 19:36:29 -0500
98,2026-02-15 19:38:21 -0500
109,2026-02-15 19:46:42 -0500
59,2026-02-15 23:47:03 -0500
59.3776,2026-02-15 23:49:41 -0500
59,2026-02-15 23:50:00 -0500
57,2026-02-15 23:52:52 -0500
56,2026-02-15 23:57:50 -0500
56,2026-02-16 00:03:05 -0500
54,2026-02-16 00:09:26 -0500
53,2026-02-16 00:13:01 -0500
